eventid|venueid|catid|dateid|eventname|starttime
7264|100|9|2014|David Sanborn|2008-07-07 19:00:00.000000
7834|82|9|2014|Billy Joel|2008-07-07 19:30:00.000000
1698|259|6|2015|Phantom of the Opera|2008-07-08 19:30:00.000000
2488|236|7|2015|Iphigenia|2008-07-08 14:00:00.000000
2516|220|7|2015|Julius Caesar|2008-07-08 19:00:00.000000
3214|247|7|2015|Passing Strange|2008-07-08 14:00:00.000000
4145|26|9|2015|George Clinton|2008-07-08 19:30:00.000000
5138|44|9|2015|Judas Priest|2008-07-08 19:00:00.000000
6891|64|9|2015|Martina McBride|2008-07-08 14:00:00.000000
7134|65|9|2015|Snoop Dogg|2008-07-08 14:00:00.000000
8034|125|9|2015|Snoop Dogg|2008-07-08 19:30:00.000000
8318|97|9|2015|Backstreet Boys|2008-07-08 19:30:00.000000
8375|88|9|2015|Gogol Bordello|2008-07-08 14:00:00.000000
532|241|6|2016|Memphis - The Birth of Rock n Roll|2008-07-09 20:00:00.000000
821|241|6|2016|Shrek the Musical|2008-07-09 20:00:00.000000
2643|235|7|2016|Julius Caesar|2008-07-09 19:00:00.000000
4482|29|9|2016|Nofx|2008-07-09 14:00:00.000000
6139|87|9|2016|Phil Vassar|2008-07-09 19:30:00.000000
8208|99|9|2016|Gipsy Kings|2008-07-09 19:30:00.000000
794|210|6|2017|West Side Story|2008-07-10 20:00:00.000000
898|216|6|2017|West Side Story|2008-07-10 14:30:00.000000
1207|230|6|2017|Mamma Mia!|2008-07-10 20:00:00.000000
1982|221|7|2017|King Lear|2008-07-10 14:30:00.000000
2549|221|7|2017|Miss Julie|2008-07-10 14:00:00.000000
3000|214|7|2017|Rosencrantz and Guildenstern Are Dead|2008-07-10 15:00:00.000000
3197|212|7|2017|Young Frankenstein|2008-07-10 20:00:00.000000
3585|248|7|2017|Wicked|2008-07-10 19:00:00.000000
3806|55|9|2017|Rick Springfield|2008-07-10 14:00:00.000000
4777|25|9|2017|Goo Goo Dolls|2008-07-10 14:00:00.000000
4900|71|9|2017|Iron and Wine|2008-07-10 19:30:00.000000
6543|129|9|2017|Simple Plan|2008-07-10 15:00:00.000000
6963|91|9|2017|O.A.R.|2008-07-10 15:00:00.000000
8206|47|9|2017|Projekt Revolution|2008-07-10 15:00:00.000000
8694|107|9|2017|The Who|2008-07-10 15:00:00.000000
259|302|8|2018|Cavalleria Rusticana and Pagliacci|2008-07-11 20:00:00.000000
1719|262|6|2018|Mamma Mia!|2008-07-11 19:30:00.000000
2072|221|7|2018|Rock 'n' Roll|2008-07-11 19:00:00.000000
2678|224|7|2018|Rosencrantz and Guildenstern Are Dead|2008-07-11 15:00:00.000000
3334|230|7|2018|November|2008-07-11 19:00:00.000000
5683|122|9|2018|Michael Bolton|2008-07-11 14:00:00.000000
6263|89|9|2018|Ben E. King|2008-07-11 19:30:00.000000
7411|68|9|2018|David Sanborn|2008-07-11 19:00:00.000000
7470|64|9|2018|Kenny Chesney|2008-07-11 19:00:00.000000
580|213|6|2019|State Fair|2008-07-12 14:00:00.000000
2695|219|7|2019|Iphigenia|2008-07-12 20:00:00.000000
5962|35|9|2019|Eric Clapton|2008-07-12 15:00:00.000000
7011|120|9|2019|Vans Warped Tour|2008-07-12 19:30:00.000000
7252|37|9|2019|Matchbox Twenty|2008-07-12 19:00:00.000000
8171|123|9|2019|Charlie Daniels Band|2008-07-12 19:30:00.000000
1544|257|6|2020|Spamalot|2008-07-13 15:00:00.000000
2371|234|7|2020|Waiting for Godot|2008-07-13 14:00:00.000000
2447|232|7|2020|Romeo and Juliet|2008-07-13 14:30:00.000000
3108|210|7|2020|A Man For All Seasons|2008-07-13 20:00:00.000000
4338|37|9|2020|Fiction Plane|2008-07-13 19:30:00.000000
4534|102|9|2020|Cafe Tacuba|2008-07-13 14:00:00.000000
5781|111|9|2020|Gretchen Wilson|2008-07-13 15:00:00.000000
6022|69|9|2020|Dixie Chicks|2008-07-13 19:30:00.000000
6819|54|9|2020|Little Big Town|2008-07-13 14:00:00.000000
6876|118|9|2020|Robert Plant and Alison Krauss|2008-07-13 19:30:00.000000
7404|59|9|2020|Stray Cats|2008-07-13 15:00:00.000000
7792|109|9|2020|Steely Dan|2008-07-13 15:00:00.000000
7904|107|9|2020|Avril Lavigne|2008-07-13 14:00:00.000000
8120|11|9|2020|Bette Midler|2008-07-13 19:30:00.000000
8309|46|9|2020|Michael McDonald|2008-07-13 19:30:00.000000
1149|217|6|2021|Gypsy|2008-07-14 19:30:00.000000
2355|200|7|2021|Look Back in Anger|2008-07-14 14:30:00.000000
4498|51|9|2021|Echo & the Bunnymen|2008-07-14 15:00:00.000000
4685|19|9|2021|Backstreet Boys|2008-07-14 20:00:00.000000
5948|111|9|2021|Serj Tankian|2008-07-14 14:00:00.000000
5968|37|9|2021|Kanye West|2008-07-14 19:30:00.000000
6678|123|9|2021|Kanye West|2008-07-14 14:00:00.000000
7814|66|9|2021|Juan Luis Guerra|2008-07-14 19:30:00.000000
8771|34|9|2021|Hippiefest|2008-07-14 19:00:00.000000
457|306|8|2022|Madama Butterfly|2008-07-15 19:00:00.000000
536|235|6|2022|Mary Poppins|2008-07-15 20:00:00.000000
1316|216|6|2022|Mary Poppins|2008-07-15 14:00:00.000000
1542|255|6|2022|Folies Bergere|2008-07-15 19:00:00.000000
2052|243|7|2022|Spring Awakening|2008-07-15 15:00:00.000000
2536|241|7|2022|The Country Girl|2008-07-15 14:00:00.000000
2980|211|7|2022|November|2008-07-15 14:30:00.000000
3194|232|7|2022|The Bacchae|2008-07-15 20:00:00.000000
4182|17|9|2022|Commodores|2008-07-15 19:30:00.000000
4714|115|9|2022|Paramore|2008-07-15 14:00:00.000000
7757|61|9|2022|Zombies|2008-07-15 15:00:00.000000
8376|54|9|2022|3 Doors Down|2008-07-15 14:00:00.000000
438|303|8|2023|La Gioconda|2008-07-16 15:00:00.000000
494|309|8|2023|Cavalleria Rusticana and Pagliacci|2008-07-16 19:30:00.000000
1134|202|6|2023|Shrek the Musical|2008-07-16 15:00:00.000000
2534|206|7|2023|Macbeth|2008-07-16 14:00:00.000000
2635|223|7|2023|Rock 'n' Roll|2008-07-16 19:00:00.000000
3335|201|7|2023|Othello|2008-07-16 20:00:00.000000
3503|205|7|2023|The Glass Menagerie|2008-07-16 14:00:00.000000
5075|33|9|2023|Southside Johnny & the Asbury Jukes|2008-07-16 19:00:00.000000
5209|63|9|2023|The Swell Season|2008-07-16 19:30:00.000000
5272|21|9|2023|Sheryl Crow|2008-07-16 19:30:00.000000
6017|2|9|2023|Kanye West|2008-07-16 19:00:00.000000
6771|31|9|2023|Dj Tiesto|2008-07-16 19:30:00.000000
6918|87|9|2023|Tokyo Police Club|2008-07-16 15:00:00.000000
7185|70|9|2023|Bette Midler|2008-07-16 19:30:00.000000
7936|71|9|2023|Gogol Bordello|2008-07-16 14:00:00.000000
1508|253|6|2024|Blue Man Group|2008-07-17 15:00:00.000000
1573|259|6|2024|Zumanity|2008-07-17 14:30:00.000000
2028|230|7|2024|Woyzeck|2008-07-17 20:00:00.000000
3269|221|7|2024|A Man For All Seasons|2008-07-17 15:00:00.000000
3425|209|7|2024|King Lear|2008-07-17 14:30:00.000000
4079|75|9|2024|Bullet for My Valentine|2008-07-17 20:00:00.000000
4238|30|9|2024|B.B. King|2008-07-17 15:00:00.000000
4312|69|9|2024|Aretha Franklin|2008-07-17 19:00:00.000000
4858|81|9|2024|Ray Davies|2008-07-17 14:00:00.000000
5203|12|9|2024|Nick Cave|2008-07-17 19:00:00.000000
5311|5|9|2024|Dolly Parton|2008-07-17 15:00:00.000000
5741|30|9|2024|U2|2008-07-17 19:30:00.000000
5753|28|9|2024|Christina Aguilera|2008-07-17 14:00:00.000000
6095|121|9|2024|Sweet Honey in the Rock|2008-07-17 14:00:00.000000
6177|18|9|2024|Hermans Hermits|2008-07-17 15:00:00.000000
902|206|6|2025|The King and I|2008-07-18 20:00:00.000000
1680|255|6|2025|Mamma Mia!|2008-07-18 20:00:00.000000
2011|202|7|2025|Othello|2008-07-18 15:00:00.000000
3758|219|7|2025|Uncle Vanya|2008-07-18 19:30:00.000000
5255|59|9|2025|Trisha Yearwood|2008-07-18 14:00:00.000000
6106|57|9|2025|Frankie Valli|2008-07-18 19:00:00.000000
7123|104|9|2025|Nick Cave|2008-07-18 14:00:00.000000
7366|24|9|2025|Sarah Brightman|2008-07-18 14:00:00.000000
71|308|8|2026|Boris Godunov|2008-07-19 15:00:00.000000
421|306|8|2026|Madama Butterfly|2008-07-19 14:30:00.000000
510|217|6|2026|Chicago|2008-07-19 19:00:00.000000
738|205|6|2026|Fiddler on the Roof|2008-07-19 19:00:00.000000
822|215|6|2026|Billy Elliot the Musical|2008-07-19 15:00:00.000000
1084|204|6|2026|Shrek the Musical|2008-07-19 20:00:00.000000
1158|231|6|2026|A Chorus Line|2008-07-19 19:00:00.000000
2137|245|7|2026|Avenue Q|2008-07-19 19:00:00.000000
2364|205|7|2026|All My Sons|2008-07-19 19:00:00.000000
3018|248|7|2026|The Seafarer|2008-07-19 19:00:00.000000
3790|223|7|2026|Young Frankenstein|2008-07-19 14:00:00.000000
4116|76|9|2026|Nashville Star|2008-07-19 15:00:00.000000
5354|3|9|2026|Marc Anthony|2008-07-19 19:00:00.000000
5780|48|9|2026|Conor Oberst|2008-07-19 15:00:00.000000
5792|108|9|2026|John Mellencamp|2008-07-19 19:30:00.000000
7565|64|9|2026|Willie Nelson|2008-07-19 15:00:00.000000
7683|103|9|2026|Wynonna|2008-07-19 15:00:00.000000
450|305|8|2027|Salome|2008-07-20 15:00:00.000000
492|300|8|2027|Tristan und Isolde|2008-07-20 19:00:00.000000
1689|260|6|2027|Beatles LOVE|2008-07-20 14:30:00.000000
1819|248|7|2027|Hedda Gabler|2008-07-20 20:00:00.000000
3011|249|7|2027|Glengarry Glen Ross|2008-07-20 19:00:00.000000
3402|241|7|2027|Electra|2008-07-20 19:30:00.000000
4059|82|9|2027|Killers|2008-07-20 14:00:00.000000
4618|15|9|2027|Aimee Mann|2008-07-20 14:30:00.000000
6089|91|9|2027|Ween|2008-07-20 19:00:00.000000
6523|26|9|2027|Charlie Daniels Band|2008-07-20 14:00:00.000000
7502|74|9|2027|Old 97s|2008-07-20 19:00:00.000000
7969|5|9|2027|New Kids on the Block|2008-07-20 19:00:00.000000
8756|33|9|2027|Black Kids|2008-07-20 15:00:00.000000
161|300|8|2028|Siegfried|2008-07-21 14:30:00.000000
1450|240|6|2028|Spamalot|2008-07-21 19:00:00.000000
2817|215|7|2028|A Tale of Two Cities|2008-07-21 19:30:00.000000
3202|208|7|2028|Glengarry Glen Ross|2008-07-21 14:30:00.000000
3647|203|7|2028|The Homecoming|2008-07-21 20:00:00.000000
4966|50|9|2028|Maroon 5|2008-07-21 19:00:00.000000
6511|6|9|2028|Extreme|2008-07-21 14:00:00.000000
6572|74|9|2028|Citizen Cope|2008-07-21 14:00:00.000000
7033|123|9|2028|Rusted Root|2008-07-21 14:00:00.000000
7172|123|9|2028|Montgomery Gentry|2008-07-21 15:00:00.000000
8585|69|9|2028|Little River Band|2008-07-21 15:00:00.000000
418|305|8|2029|Lucia di Lammermoor|2008-07-22 19:00:00.000000
837|205|6|2029|Chicago|2008-07-22 15:00:00.000000
904|224|6|2029|Jersey Boys|2008-07-22 15:00:00.000000
976|239|6|2029|Spamalot|2008-07-22 19:30:00.000000
2250|209|7|2029|Rock 'n' Roll|2008-07-22 19:00:00.000000
2844|223|7|2029|Othello|2008-07-22 19:30:00.000000
4408|89|9|2029|Jack Johnson|2008-07-22 19:00:00.000000
5632|30|9|2029|Bobby Brown|2008-07-22 19:30:00.000000
7138|111|9|2029|Children of Bodom|2008-07-22 19:00:00.000000
7832|16|9|2029|Kanye West|2008-07-22 14:00:00.000000
7877|39|9|2029|Gladys Knight|2008-07-22 14:00:00.000000
478|309|8|2030|The Birds (Die Vogel)|2008-07-23 19:30:00.000000
817|247|6|2030|Chicago|2008-07-23 14:00:00.000000
3266|216|7|2030|As You Like It|2008-07-23 14:00:00.000000
4060|128|9|2030|Mars Volta|2008-07-23 20:00:00.000000
6186|83|9|2030|David Sanborn|2008-07-23 15:00:00.000000
6314|129|9|2030|Wilco|2008-07-23 19:00:00.000000
6939|119|9|2030|Alkaline Trio|2008-07-23 14:00:00.000000
8642|33|9|2030|KT Tunstall|2008-07-23 14:00:00.000000
8749|35|9|2030|Duffy|2008-07-23 15:00:00.000000
26|307|8|2031|Il Trovatore|2008-07-24 19:30:00.000000
45|302|8|2031|La Sonnambula|2008-07-24 20:00:00.000000
841|238|6|2031|Mamma Mia!|2008-07-24 20:00:00.000000
1642|257|6|2031|Mystere Cirque du Soleil|2008-07-24 20:00:00.000000
1693|251|6|2031|Legally Blonde|2008-07-24 20:00:00.000000
2018|208|7|2031|The Caucasian Chalk Circle|2008-07-24 20:00:00.000000
2568|241|7|2031|Thurgood|2008-07-24 14:00:00.000000
3375|220|7|2031|Uncle Vanya|2008-07-24 19:00:00.000000
4010|1|9|2031|Allman Brothers Band|2008-07-24 20:00:00.000000
4084|64|9|2031|Black Crowes|2008-07-24 14:00:00.000000
4883|34|9|2031|Backstreet Boys|2008-07-24 19:00:00.000000
5826|64|9|2031|Steve Winwood|2008-07-24 15:00:00.000000
6948|66|9|2031|Kansas|2008-07-24 19:30:00.000000
8602|3|9|2031|Toad The Wet Sprocket|2008-07-24 15:00:00.000000
8646|83|9|2031|Motorhead|2008-07-24 15:00:00.000000
149|304|8|2032|Doctor Atomic|2008-07-25 20:00:00.000000
751|201|6|2032|Curtains|2008-07-25 19:00:00.000000
787|200|6|2032|The King and I|2008-07-25 20:00:00.000000
2223|216|7|2032|The Seagull|2008-07-25 19:00:00.000000
2306|234|7|2032|Avenue Q|2008-07-25 14:30:00.000000
2434|208|7|2032|Thurgood|2008-07-25 14:00:00.000000
4007|84|9|2032|Mariah Carey|2008-07-25 19:30:00.000000
4066|40|9|2032|Decemberists|2008-07-25 14:00:00.000000
4613|30|9|2032|Jim Brickman|2008-07-25 14:00:00.000000
5559|38|9|2032|Vans Warped Tour|2008-07-25 14:00:00.000000
5908|28|9|2032|Chromeo|2008-07-25 19:00:00.000000
6507|15|9|2032|Teen Choice Awards|2008-07-25 19:30:00.000000
6681|90|9|2032|Weird Al Yankovic|2008-07-25 19:00:00.000000
7767|121|9|2032|Jesse Lacey|2008-07-25 14:00:00.000000
8708|31|9|2032|Black Eyed Peas|2008-07-25 19:00:00.000000
643|218|6|2033|Fiddler on the Roof|2008-07-26 19:30:00.000000
1076|243|6|2033|Gypsy|2008-07-26 15:00:00.000000
2642|217|7|2033|The Caretaker|2008-07-26 14:30:00.000000
3270|203|7|2033|The Seagull|2008-07-26 14:30:00.000000
5521|113|9|2033|George Jones|2008-07-26 15:00:00.000000
5772|9|9|2033|Marc Anthony|2008-07-26 14:00:00.000000
5999|37|9|2033|Billy Joel|2008-07-26 19:00:00.000000
6198|67|9|2033|Fab Faux|2008-07-26 19:00:00.000000
6345|58|9|2033|U2|2008-07-26 19:00:00.000000
6611|52|9|2033|At The Gates|2008-07-26 19:00:00.000000
6832|13|9|2033|Jerry Jeff Walker|2008-07-26 14:00:00.000000
7854|120|9|2033|Johnny Mathis|2008-07-26 14:00:00.000000
8512|96|9|2033|LeAnn Rimes|2008-07-26 15:00:00.000000
8684|123|9|2033|Led Zeppelin|2008-07-26 19:30:00.000000
1205|249|6|2034|West Side Story|2008-07-27 19:00:00.000000
1564|254|6|2034|Le Reve|2008-07-27 15:00:00.000000
3057|204|7|2034|The Country Girl|2008-07-27 14:30:00.000000
4964|119|9|2034|Steven Curtis Chapman|2008-07-27 19:30:00.000000
5033|18|9|2034|Eddie Money|2008-07-27 14:00:00.000000
5285|40|9|2034|Brian McKnight|2008-07-27 14:00:00.000000
5369|112|9|2034|Jason Aldean|2008-07-27 15:00:00.000000
6075|82|9|2034|Conor Oberst|2008-07-27 15:00:00.000000
6413|77|9|2034|Lionel Richie|2008-07-27 19:30:00.000000
7030|15|9|2034|Ween|2008-07-27 19:30:00.000000
7137|3|9|2034|Janet Jackson|2008-07-27 19:00:00.000000
7357|98|9|2034|Echo & the Bunnymen|2008-07-27 19:30:00.000000
7793|2|9|2034|Cute Is What We Aim For|2008-07-27 14:00:00.000000
8133|102|9|2034|Ben E. King|2008-07-27 15:00:00.000000
219|307|8|2035|La Gioconda|2008-07-28 19:30:00.000000
1975|224|7|2035|As You Like It|2008-07-28 19:30:00.000000
2305|236|7|2035|The Tempest|2008-07-28 14:30:00.000000
4308|19|9|2035|Peter Frampton|2008-07-28 19:30:00.000000
5269|100|9|2035|Ben Harper|2008-07-28 15:00:00.000000
5361|66|9|2035|Hall and Oates|2008-07-28 15:00:00.000000
5878|35|9|2035|Pat Benatar|2008-07-28 19:00:00.000000
5881|99|9|2035|Motley Crue|2008-07-28 19:30:00.000000
5911|45|9|2035|Eric Clapton|2008-07-28 15:00:00.000000
7951|5|9|2035|Joan Baez|2008-07-28 15:00:00.000000
8194|15|9|2035|Wolf Parade|2008-07-28 14:00:00.000000
8405|123|9|2035|Linda Ronstadt|2008-07-28 15:00:00.000000
558|234|6|2036|Grease|2008-07-29 20:00:00.000000
1620|263|6|2036|Legally Blonde|2008-07-29 14:00:00.000000
1703|257|6|2036|Mystere Cirque du Soleil|2008-07-29 14:30:00.000000
2198|212|7|2036|A Bronx Tale|2008-07-29 19:30:00.000000
3603|237|7|2036|The Seafarer|2008-07-29 19:30:00.000000
6689|107|9|2036|Rick Springfield|2008-07-29 14:00:00.000000
6928|126|9|2036|Serj Tankian|2008-07-29 15:00:00.000000
7386|39|9|2036|Rod Stewart|2008-07-29 14:00:00.000000
8270|107|9|2036|Creedence Clearwater Revisited|2008-07-29 14:00:00.000000
8399|5|9|2036|Decemberists|2008-07-29 19:00:00.000000
690|218|6|2037|South Pacific|2008-07-30 20:00:00.000000
1025|202|6|2037|State Fair|2008-07-30 15:00:00.000000
1271|220|6|2037|Curtains|2008-07-30 15:00:00.000000
2598|235|7|2037|Woyzeck|2008-07-30 14:30:00.000000
4495|7|9|2037|Toad The Wet Sprocket|2008-07-30 19:30:00.000000
4690|56|9|2037|Brian McKnight|2008-07-30 15:00:00.000000
4852|129|9|2037|Mark Knopfler|2008-07-30 19:00:00.000000
5562|110|9|2037|Robert Cray Band|2008-07-30 19:00:00.000000
5588|81|9|2037|Chromeo|2008-07-30 19:30:00.000000
6565|127|9|2037|Johnny Mathis|2008-07-30 19:00:00.000000
7001|84|9|2037|Maze|2008-07-30 15:00:00.000000
7530|72|9|2037|Pat Benatar|2008-07-30 19:30:00.000000
459|304|8|2038|La Rondine|2008-07-31 14:00:00.000000
997|223|6|2038|Legally Blonde|2008-07-31 14:30:00.000000
1414|205|6|2038|Dirty Dancing|2008-07-31 14:30:00.000000
1492|221|6|2038|Dirty Dancing|2008-07-31 14:30:00.000000
2869|212|7|2038|The Seafarer|2008-07-31 20:00:00.000000
3664|208|7|2038|A Streetcar Named Desire|2008-07-31 14:30:00.000000
3829|43|9|2038|ZZ Top|2008-07-31 20:00:00.000000
4468|21|9|2038|Foo Fighters|2008-07-31 14:30:00.000000
5256|43|9|2038|Greg Kihn Band|2008-07-31 15:00:00.000000
6170|59|9|2038|Smash Mouth|2008-07-31 19:00:00.000000
7393|83|9|2038|Steely Dan|2008-07-31 15:00:00.000000
7409|7|9|2038|Cold War Kids|2008-07-31 14:00:00.000000
7836|61|9|2038|Bruce Hornsby|2008-07-31 14:00:00.000000
8132|33|9|2038|Nick Cave|2008-07-31 15:00:00.000000
8319|33|9|2038|Smokey Robinson|2008-07-31 19:00:00.000000
779|224|6|2039|Hairspray|2008-08-01 14:00:00.000000
967|223|6|2039|A Chorus Line|2008-08-01 19:00:00.000000
2571|220|7|2039|Endgame|2008-08-01 20:00:00.000000
3823|96|9|2039|Chromeo|2008-08-01 20:00:00.000000
4529|87|9|2039|Wilco|2008-08-01 14:30:00.000000
5440|30|9|2039|Johnny Mathis|2008-08-01 14:00:00.000000
6336|18|9|2039|Lindsey Buckingham|2008-08-01 19:30:00.000000
7432|79|9|2039|James Blunt|2008-08-01 19:30:00.000000
8617|77|9|2039|Enrique Iglesias|2008-08-01 19:00:00.000000
667|223|6|2040|Grease|2008-08-02 20:00:00.000000
2129|215|7|2040|Miss Julie|2008-08-02 14:30:00.000000
2955|214|7|2040|August: Osage County|2008-08-02 14:00:00.000000
3076|208|7|2040|Oedipus the King|2008-08-02 19:00:00.000000
3119|204|7|2040|Macbeth|2008-08-02 15:00:00.000000
4321|42|9|2040|Temptations|2008-08-02 19:30:00.000000
4914|71|9|2040|Country Jam USA|2008-08-02 19:30:00.000000
6134|40|9|2040|Celine Dion|2008-08-02 19:30:00.000000
6552|50|9|2040|Janet Jackson|2008-08-02 15:00:00.000000
6914|86|9|2040|Stray Cats|2008-08-02 15:00:00.000000
8070|42|9|2040|Bootsy Collins|2008-08-02 15:00:00.000000
8140|91|9|2040|Built To Spill|2008-08-02 19:00:00.000000
8351|80|9|2040|Hot Chip|2008-08-02 15:00:00.000000
8584|23|9|2040|Kansas|2008-08-02 14:00:00.000000
1946|208|7|2041|Avenue Q|2008-08-03 19:30:00.000000
2298|203|7|2041|A Midsummer Night's Dream|2008-08-03 14:30:00.000000
2404|225|7|2041|Electra|2008-08-03 19:30:00.000000
2458|231|7|2041|The Homecoming|2008-08-03 20:00:00.000000
2777|233|7|2041|A Tale of Two Cities|2008-08-03 20:00:00.000000
3489|203|7|2041|Avenue Q|2008-08-03 14:00:00.000000
3518|228|7|2041|Glengarry Glen Ross|2008-08-03 20:00:00.000000
3935|116|9|2041|Los Lonely Boys|2008-08-03 15:00:00.000000
4261|102|9|2041|Live|2008-08-03 14:00:00.000000
4557|83|9|2041|Nofx|2008-08-03 14:30:00.000000
4713|16|9|2041|Tom Jones|2008-08-03 19:00:00.000000
5350|58|9|2041|King Crimson|2008-08-03 19:00:00.000000
6444|30|9|2041|Sara Bareilles|2008-08-03 14:00:00.000000
6718|101|9|2041|Iggy and the Stooges|2008-08-03 15:00:00.000000
6822|104|9|2041|Ani DiFranco|2008-08-03 15:00:00.000000
7631|58|9|2041|Ray Lamontagne|2008-08-03 14:00:00.000000
7756|70|9|2041|Black Crowes|2008-08-03 19:30:00.000000
8289|107|9|2041|Zucchero|2008-08-03 14:00:00.000000
836|224|6|2042|Chicago|2008-08-04 19:00:00.000000
1672|257|6|2042|Legally Blonde|2008-08-04 14:00:00.000000
1911|233|7|2042|Passing Strange|2008-08-04 19:00:00.000000
2022|242|7|2042|As You Like It|2008-08-04 14:00:00.000000
3041|229|7|2042|Cirque du Soleil|2008-08-04 15:00:00.000000
4906|117|9|2042|Carrie Underwood|2008-08-04 19:30:00.000000
6140|129|9|2042|Aretha Franklin|2008-08-04 14:00:00.000000
6919|34|9|2042|Montgomery Gentry|2008-08-04 14:00:00.000000
7161|34|9|2042|Burt Bacharach|2008-08-04 14:00:00.000000
8736|77|9|2042|Stephenie Meyer|2008-08-04 14:00:00.000000
175|309|8|2043|Orfeo ed Euridice|2008-08-05 14:30:00.000000
371|307|8|2043|Il Trovatore|2008-08-05 14:30:00.000000
544|222|6|2043|Shrek the Musical|2008-08-05 15:00:00.000000
1108|231|6|2043|Hairspray|2008-08-05 14:00:00.000000
2085|225|7|2043|Spring Awakening|2008-08-05 19:00:00.000000
4738|80|9|2043|Ben Harper|2008-08-05 14:30:00.000000
5252|14|9|2043|B.B. King|2008-08-05 14:00:00.000000
7359|26|9|2043|King Crimson|2008-08-05 14:00:00.000000
7539|4|9|2043|Seal|2008-08-05 19:00:00.000000
2476|203|7|2044|Rhinoceros|2008-08-06 14:00:00.000000
2757|247|7|2044|Macbeth|2008-08-06 15:00:00.000000
4678|93|9|2044|The Black Keys|2008-08-06 14:30:00.000000
4932|25|9|2044|Alice Cooper|2008-08-06 15:00:00.000000
6797|114|9|2044|Jesse Lacey|2008-08-06 19:00:00.000000
7067|53|9|2044|Linda Eder|2008-08-06 19:00:00.000000
7175|34|9|2044|Snoop Dogg|2008-08-06 19:00:00.000000
7551|90|9|2044|Hot Tuna|2008-08-06 19:00:00.000000
8625|129|9|2044|Melissa Etheridge|2008-08-06 14:00:00.000000
531|219|6|2045|Pal Joey|2008-08-07 14:00:00.000000
593|214|6|2045|Jersey Boys|2008-08-07 19:00:00.000000
696|220|6|2045|Chicago|2008-08-07 19:00:00.000000
1565|262|6|2045|Blue Man Group|2008-08-07 20:00:00.000000
2311|211|7|2045|Avenue Q|2008-08-07 14:00:00.000000
2752|211|7|2045|The Country Girl|2008-08-07 20:00:00.000000
3529|223|7|2045|November|2008-08-07 20:00:00.000000
4170|72|9|2045|Vampire Weekend|2008-08-07 19:00:00.000000
4207|42|9|2045|Phil Vassar|2008-08-07 20:00:00.000000
5130|9|9|2045|Ryan Adams|2008-08-07 19:30:00.000000
5179|90|9|2045|Daughtry|2008-08-07 15:00:00.000000
5799|32|9|2045|Counting Crows and Maroon 5|2008-08-07 15:00:00.000000
5905|77|9|2045|Broken Social Scene|2008-08-07 19:30:00.000000
6453|66|9|2045|Bamboozle Left|2008-08-07 14:00:00.000000
7497|64|9|2045|Alkaline Trio|2008-08-07 19:30:00.000000
2547|243|7|2046|The Seagull|2008-08-08 14:00:00.000000
2646|249|7|2046|Passing Strange|2008-08-08 14:00:00.000000
3833|88|9|2046|Marc Anthony|2008-08-08 14:30:00.000000
3952|56|9|2046|Jack Johnson|2008-08-08 14:30:00.000000
3976|68|9|2046|Southside Johnny & the Asbury Jukes|2008-08-08 20:00:00.000000
4320|103|9|2046|Extreme|2008-08-08 19:30:00.000000
4960|6|9|2046|Dave Matthews Band|2008-08-08 19:00:00.000000
5389|68|9|2046|Shakira|2008-08-08 14:00:00.000000
6049|125|9|2046|Southside Johnny & the Asbury Jukes|2008-08-08 14:00:00.000000
6416|48|9|2046|Keith Urban|2008-08-08 19:00:00.000000
